track_name,artist_name,album_name,track_duration,track_popularity,track_release_date,track_explicit,artist_genre,artist_popularity,artist_follower_count,artist_ranking,my_top_songs
The Legacy,Black Veil Brides,Set The World On Fire,280,50,201101,0,"emo, screamo",63,2089188,99,0
Imposter,RedHook,Postcard From A Living Hell,183,38,202304,0,,45,58900,120,0
If Only She Knew Voodoo Like I Do,Get Scared,Cheap Tricks And Theatrics,193,46,200908,0,"emo, metalcore, post-hardcore",58,764241,21,0
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight Sonata"": II. Allegretto",Ludwig van Beethoven,Beethoven: The Piano Sonatas,132,50,198401,0,"classical, classical piano, chamber music",73,5626271,10,0
Wonderland,The Word Alive,Wonderland,197,40,202110,0,"metalcore, post-hardcore, screamo",59,351976,177,0
Dead on Arrival,Fall Out Boy,Take This to Your Grave,194,59,200305,0,"emo, pop punk",81,11306194,71,0
Drive,Incubus,Make Yourself,232,83,199910,0,"nu metal, funk rock, alternative metal, alternative rock",73,3550427,206,0
Kid Cudi - Remix,Xavier Wulf,Kid Cudi (Remix),96,68,201907,1,"cloud rap, underground hip hop, emo rap",70,1109472,0,0
To Tell You the Truth,Written by Wolves,To Tell You the Truth / Starlight,340,47,201708,0,,48,73389,369,0
"Solfeggio in C Minor, Wq. 117/2, H. 220",Carl Philipp Emanuel Bach,Micromania - 85 Piano Miniatures,62,36,201302,0,"classical, classical piano",50,130578,0,0
Another Song About The Weekend,A Day To Remember,Homesick,225,50,200902,0,"metalcore, post-hardcore, pop punk, screamo, emo",72,2488997,27,0
"Sicilienne, Op. 78",Gabriel Fauré,The French Album,211,57,201204,0,"classical, requiem, classical piano",63,226509,0,0
Farewell II Flesh,Ice Nine Kills,Welcome To Horrorwood: The Silver Scream 2,314,51,202110,0,"metalcore, metal",67,1112695,7,0
Love Sosa,Chief Keef,Finally Rich,246,80,201201,1,"chicago drill, drill",77,5659927,202,0
Twisted Transistor,Korn,See You On the Other Side,188,74,200512,1,"nu metal, metal, rap metal, alternative metal",79,9133123,103,0
"Après un rêve, Op. 7, No. 1",Gabriel Fauré,Songs from the Arc of Life,160,58,201509,0,"classical, requiem, classical piano",63,226509,0,0
You And Me,Lifehouse,Lifehouse,195,79,200503,0,post-grunge,67,2115174,515,0
Her Voice Resides,Bullet For My Valentine,The Poison,258,44,200602,0,"metalcore, metal",69,3400427,17,0
playing dead,senses,playing dead,168,42,202310,0,,48,40704,274,0
"6 Piano Pieces, Op. 118: No. 5, Romance in F Major",Johannes Brahms,"Brahms: Piano Pieces, Opp.117, 118, 119",229,33,198701,0,"classical, classical piano, chamber music, orchestra",67,1055855,0,0
"A:4 Solfeggietto in C minor, Wq. 117/2",Carl Philipp Emanuel Bach,"Piano Exam Pieces 2025 & 2026, ABRSM Grade 6",76,25,202406,0,"classical, classical piano",50,130578,0,0
Voices,Crown The Empire,Limitless,201,39,201111,0,"metalcore, post-hardcore, screamo",53,563652,52,0
THE SHOW’S ABOUT TO START,Wage War,STIGMA,196,51,202406,0,"metalcore, metal, deathcore, djent",62,589677,100,0
Wrong Side of Heaven,Five Finger Death Punch,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",271,70,201307,0,"metal, groove metal, heavy metal, hard rock, rock",75,6798642,271,0
I Get Off,Halestorm,Halestorm (Deluxe),183,66,200902,0,,67,1577672,143,0
"Keyboard Sonata in E Major, Kk. 135",Domenico Scarlatti,"Scarlatti, D.: Sonatas",256,39,199201,0,"classical piano, classical",52,161660,0,0
Bathwater,Tonight Alive,The Other Side,192,23,201309,0,pop punk,48,338130,38,0
"The Mara Effect, Pt. 3",Spiritbox,Spiritbox,338,44,201710,0,"metalcore, djent, metal",69,915026,13,0
Riot,Bullet For My Valentine,Temper Temper (Deluxe Version),169,46,201302,1,"metalcore, metal",69,3400427,17,0
Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,Gustav Mahler,Mahler: Symphony No. 5,583,59,199808,0,"classical, orchestra",59,365331,0,0
Cannibal (feat. Anders Fridén),VOLA,Cannibal (feat. Anders Fridén),302,42,202409,0,"progressive metal, djent, progressive rock",50,121332,0,0
The Fire Down Below,SLAVES,Through Art We Are All Equals,245,41,201406,0,post-hardcore,56,70802,102,0
Raw Diamonds,Maddix,Raw Diamonds,213,41,202302,0,"big room, techno, hard techno, acid techno, hypertechno",68,198032,353,0
Tears,As December Falls,Happier.,233,28,202108,0,pop punk,48,104560,113,0
Infinite,Silverstein,A Beautiful Place To Drown,163,2,202003,0,"post-hardcore, screamo, emo, metalcore, pop punk",60,782894,142,0
Toxicity,System Of A Down,Toxicity,218,88,200109,0,"nu metal, metal, alternative metal, rap metal, rock",84,13125773,136,0
Head Hunter,Dance Gavin Dance,Head Hunter,173,51,201903,0,"post-hardcore, screamo, metalcore, emo, math rock",68,782178,65,0
Born to Make a Sound,The Material,Everything I Want to Say,244,31,201304,0,,33,20209,242,0
Turn Me On (feat. Nicki Minaj),David Guetta,Nothing but the Beat,199,44,201108,0,"edm, dance",90,27097287,95,0
Shivering,ILLENIUM,Shivering,300,51,202205,0,"melodic bass, future bass, edm",73,1589648,191,0
The Violence,Rise Against,Wolves,228,60,201706,0,"punk, hardcore punk",73,2894836,68,0
Inspire The Liars,Dance Gavin Dance,Mothership,275,60,201610,1,"post-hardcore, screamo, metalcore, emo, math rock",68,782178,65,0
Night Shift,Kingdom Of Giants,Passenger,237,47,202010,0,"metalcore, post-hardcore, djent, deathcore",48,121283,190,0
Oblivion,VENUES,Transience,222,25,202403,0,"metalcore, post-hardcore",31,31074,231,0
Unbreakable,Of Mice & Men,Defy,249,0,201801,0,"metalcore, post-hardcore, screamo, metal",61,1354909,20,0
Hurricane,Siamese,Elements,239,31,202408,0,"metalcore, post-hardcore",45,69177,289,0
In Due Time,Killswitch Engage,Disarm the Descent (Special Edition),197,62,201303,0,"metalcore, metal",68,2103906,151,0
Touch,As December Falls,Touch,201,35,201704,0,pop punk,48,104560,113,0
Falling Apart,Papa Roach,F.E.A.R.,188,1,201501,0,"nu metal, rap metal, alternative metal, rap rock, rock",76,5850504,61,0
SUVs (Black on Black),Jack Harlow,SUVs (Black on Black),157,65,202108,1,,80,4228034,523,0
The Danger In Starting A Fire,A Day To Remember,For Those Who Have Heart (Deluxe Edition),182,52,200701,0,"metalcore, post-hardcore, pop punk, screamo, emo",72,2488997,27,0
3 AM,Chiodos,Devil,215,50,201404,0,"post-hardcore, screamo, emo",53,366277,559,0
Summit (feat. Ellie Goulding),Skrillex,Bangarang EP,373,60,201112,0,"dubstep, edm, electro, electronic",78,7696898,85,0
Let Me Love You,Love and Death,Perfectly Preserved,232,40,202102,0,"christian rock, nu metal",36,78442,0,0
Nocturne No. 1 in E-Flat Major,John Field,"Field: Piano Music, Vol. 1",232,51,199908,0,"classical, classical piano",56,26923,0,0
Fire,Sleeping With Sirens,Let's Cheers To This,227,53,201105,0,"emo, post-hardcore, screamo",68,2517462,5,0
"With Ears to See, and Eyes to Hear",Sleeping With Sirens,With Ears To See And Eyes To Hear,223,0,201003,0,"emo, post-hardcore, screamo",68,2517462,5,0
"Prélude in E minor, Op. 28, No. 4",Frédéric Chopin,The Pianist (Original Motion Picture Soundtrack),146,62,200207,0,"classical piano, classical",75,3508605,0,0
Scarlet,In This Moment,Blood,230,43,201208,0,metal,63,1411114,39,0
Flawlëss (feat. Lil Uzi Vert),Yeat,Lyfë,176,73,202209,1,rage rap,80,5806324,69,0
Anthem Of The Lonely,Nine Lashes,World We View,241,61,201201,0,"christian rock, christian alternative rock",49,181074,0,0
Tears Don't Fall (Part 2),Bullet For My Valentine,Temper Temper (Deluxe Version),338,50,201302,0,"metalcore, metal",69,3400427,17,0
Spectrum,Zedd,Clarity,243,66,201201,0,edm,77,6093130,82,0
Sure,Emarosa,131,234,49,201607,0,"post-hardcore, screamo",51,289333,0,0
Can You Feel It,DubVision,Can You Feel It,97,29,202311,0,"progressive house, big room, edm",57,323808,0,0
Louder - Radio Edit,Dimitri Vegas & Like Mike,Louder,153,53,201502,1,"big room, electronica, edm, electro",75,3575562,332,0
BEST TIMES (feat. Lacey Sturm),NOTHING MORE,BEST TIMES (feat. Lacey Sturm),223,40,202303,0,,67,545705,11,0
Alien,The Funeral Portrait,Greetings From Suffocate City,250,43,202409,0,,54,82215,253,0
Deadly Conversations,SLAVES,Beautiful Death,226,46,201802,0,post-hardcore,56,70802,102,0
Sellouts,Breathe Carolina,Savages,288,49,201401,1,,53,354106,0,0
Soak Me in Bleach,The Amity Affliction,Everyone Loves You... Once You Leave Them,225,33,202002,0,"metalcore, post-hardcore, screamo",62,779101,170,0
Little By Little,As December Falls,Join The Club,193,36,202307,0,pop punk,48,104560,113,0
High Hopes,Panic! At The Disco,Pray for the Wicked,190,83,201806,0,emo,78,12634538,178,0
Wolf In Sheep's Clothing [REBORN],Set It Off,Wolf In Sheep's Clothing [REBORN],201,65,202411,1,,66,1096575,152,0
"Children's Album No. 1 ""Pictures of Childhood"": No. 1, Andantino",Aram Khachaturian,Khachaturian: 7 Recitatives & Fugues & Children's Albums Nos. 1 & 2,96,44,202103,0,classical,55,87150,0,0
All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,299,81,201011,1,rap,92,30242415,47,0
"Orfeo ed Euridice, Wq. 30: Dance of the Blessed Spirits ""Melody"" (Arr. Sgambati for Piano)",Christoph Willibald Gluck,Fantasia,181,62,201203,0,"classical, opera",54,44452,0,0
"Fantasia And Fugue In A Minor, BWV 904 : Fantasia",Janos Sebestyen,J. S. Bach: Italian Concerto / Chromatic Fantasia And Fugue / 12 Little Preludes,203,47,199302,0,"classical, classical piano",49,8480,162,0
Wake The Dead,blessthefall,Wake The Dead,187,55,202305,0,"metalcore, post-hardcore, screamo",54,680051,323,0
1000hp,Godsmack,1000hp,226,60,201408,1,"nu metal, alternative metal, hard rock, rap metal, metal",70,3567664,214,0
Falling Away from Me,Korn,Issues,270,78,199911,1,"nu metal, metal, rap metal, alternative metal",79,9133123,103,0
Beautiful Now,Zedd,True Colors,218,73,201505,0,edm,77,6093130,82,0
Belcarra,Spiritbox,Singles Collection,235,44,201906,0,"metalcore, djent, metal",69,915026,13,0
Dr. Frankenstein,RedHook,Dr. Frankenstein,201,27,202409,1,,45,58900,120,0
"Symphony No.4 in D Minor, Op.12 No.4, G.506: 2. Andantino con moto I",Luigi Boccherini,Christmas Hangover,71,12,202212,0,classical,52,119040,0,0
IDGAF (feat. Yeat),Drake,For All The Dogs,260,78,202310,1,rap,98,99395931,26,0
Life Goes On,Lil Baby,Harder Than Ever,247,78,201805,1,,88,20735216,42,0
Follow - Radio Edit,Breaking Benjamin,We Are Not Alone,197,61,200401,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
Oblivion,NWYR,Oblivion,155,43,202302,0,"big room, trance",43,78299,380,0
Death Grip,The Ghost Inside,Searching for Solace,178,51,202404,0,"metalcore, melodic hardcore, hardcore, deathcore, post-hardcore, metal",56,385473,314,0
The Lone Ranger,NWYR,The Lone Ranger,156,38,202201,0,"big room, trance",43,78299,380,0
Twisted,Hardwell,Twisted,184,42,202302,0,"big room, edm, progressive house, electronica",69,3649913,75,0
P.S. Missing You,Sleeping With Sirens,How It Feels to Be Lost (Deluxe),254,37,201909,1,"emo, post-hardcore, screamo",68,2517462,5,0
Cocoon,NWYR,Cocoon,187,44,202205,0,"big room, trance",43,78299,380,0
Everybody Talks,Neon Trees,Picture Show,177,82,201201,1,,68,1270839,0,0
What I Never Learned In Study Hall,Ice Nine Kills,The Predator Becomes The Prey,215,45,201401,1,"metalcore, metal",67,1112695,7,0
Chemicals,Stand Atlantic,Sidewinder,208,38,201709,1,pop punk,56,245991,141,0
Letter from a Thief,Chevelle,Sci-Fi Crimes,207,54,200908,0,"alternative metal, nu metal, post-grunge, hard rock",70,2037419,57,0
"Piano Sonata No. 3 in B Minor, Op. 58: II. Scherzo. Molto vivace",Frédéric Chopin,Chopin: Piano Sonatas Nos. 2 & 3,160,34,198801,0,"classical piano, classical",75,3508605,0,0
St. Patrick,PVRIS,White Noise,260,52,201411,0,,62,710215,315,0
This Calling,All That Remains,The Fall Of Ideals,218,62,200607,0,"metalcore, metal",59,1430597,122,0
Disgust Me,New Years Day,Diary of a Creep - EP,217,31,201801,0,,45,294518,232,0
Take Me Home (feat. Bebe Rexha),Cash Cash,"Blood, Sweat & 3 Years",206,64,201606,0,edm,62,698004,0,0
Back To Black,Amy Winehouse,Back To Black,240,75,200610,1,,78,9606255,0,0
"Shook Ones, Pt. II",Mobb Deep,The Infamous,325,79,199504,1,"old school hip hop, east coast hip hop, hardcore hip hop, hip hop, gangster rap",68,2330408,0,0
Antidote - Radio Edit,Swedish House Mafia,Antidote,177,46,201101,0,edm,77,3910209,200,0
Falling Apart,Caskets,Falling Apart,273,51,202003,0,"metalcore, post-hardcore",61,209521,14,0
Dog Food,42 Dugg,Young and Turnt,153,61,201903,1,,72,1479952,46,0
Prison Song,System Of A Down,Toxicity,201,74,200109,1,"nu metal, metal, alternative metal, rap metal, rock",84,13125773,136,0
Rite of Passage,VENUES,Solace,293,23,202108,0,"metalcore, post-hardcore",31,31074,231,0
Things That Make You Scream,Memory of a Melody,Things That Make You Scream,185,48,201109,0,,41,25216,364,0
Nothing On You,As December Falls,Happier.,198,33,202108,0,pop punk,48,104560,113,0
Rebel Love Song,Black Veil Brides,Set The World On Fire,237,57,201101,0,"emo, screamo",63,2089188,99,0
Relic,Awaken I Am,Relic,214,54,202305,0,"post-hardcore, metalcore",52,75689,318,0
Burning Our Morals Away,SLAVES,Routine Breathing,192,30,201508,0,post-hardcore,56,70802,102,0
"7 Variations on the Air Vien qua, Dorina bella by Bianchi, Op. 7, J. 53: Variation 1",Carl Maria von Weber,Weber: Piano Works,77,38,201103,0,"opera, classical",43,58227,0,0
The World In My Hands (ft. Tony Lovato of Mest),Ice Nine Kills,The Silver Scream,230,47,201810,0,"metalcore, metal",67,1112695,7,0
Paralysed,Yours Truly,Too Late for Apologies,176,27,201703,0,pop punk,44,92460,60,0
Over It,Bullet For My Valentine,Gravity,227,33,201806,0,"metalcore, metal",69,3400427,17,0
"You Be Tails, I'll Be Sonic",A Day To Remember,What Separates Me From You,227,57,201011,0,"metalcore, post-hardcore, pop punk, screamo, emo",72,2488997,27,0
Greener,Taylor Acorn,Greener,175,42,202404,0,,58,218256,0,0
Everything You Say,As December Falls,"When You Figure Out You're Wrong, Get Back to Me",190,27,201602,0,pop punk,48,104560,113,0
Doomsday (with Juice WRLD & Cordae),Lyrical Lemonade,Doomsday,150,62,202306,1,,62,187532,0,0
Calm Before the Storm,Light The Torch,Revival,235,57,201803,0,"metalcore, metal",51,209896,244,0
Wither,As Everything Unfolds,Within Each Lies the Other,225,24,202103,0,"metalcore, post-hardcore",39,61359,125,0
"Lieder ohne Worte III, Op. 38: II. Allegro non troppo, MWV U115 ""Lost Happiness""",Felix Mendelssohn,Mendelssohn: Songs without Words,113,36,197401,0,"chamber music, classical, classical piano, choral",62,574328,352,0
A Different World (feat. Corey Taylor),Korn,The Serenity of Suffering,200,63,201610,0,"nu metal, metal, rap metal, alternative metal",79,9133123,103,0
"Davidsbündlertänze, Op. 6: No. 2. Innig",Robert Schumann,"Schumann: Carnaval, Davidsbündlertänze & Papillons",86,33,201502,0,"classical piano, classical, chamber music",65,600645,0,0
"""The Take Over, The Breaks Over""",Fall Out Boy,Infinity On High,213,66,200701,0,"emo, pop punk",81,11306194,71,0
Gravity,Papa Roach,F.E.A.R.,244,5,201501,0,"nu metal, rap metal, alternative metal, rap rock, rock",76,5850504,61,0
No Escape,Maddix,No Escape,127,48,202209,0,"big room, techno, hard techno, acid techno, hypertechno",68,198032,353,0
You Don't Get Me High Anymore,Three Days Grace,You Don't Get Me High Anymore,230,55,201611,0,"post-grunge, rock",80,6956282,37,0
Semi-Charmed Life,Third Eye Blind,Third Eye Blind,268,81,199704,0,,69,1710303,248,0
The Arms of Sorrow,Killswitch Engage,As Daylight Dies (Special Edition),224,60,200702,0,"metalcore, metal",68,2103906,151,0
My Underworld (Feat. Corey Taylor),Tonight Alive,Underworld,216,35,201801,0,pop punk,48,338130,38,0
Are You Impressed?,Honey Revenge,Retrovision,187,55,202306,0,pop punk,56,126085,335,0
Them Bones (2022 Remaster),Alice In Chains,Dirt (2022 Remaster),149,76,199209,0,"grunge, post-grunge",78,5910231,287,0
Underdog,You Me At Six,Hold Me Down,143,57,201001,0,pop punk,58,705412,293,0
Meat & Greet,Ice Nine Kills,Meat & Greet,210,49,202310,1,"metalcore, metal",67,1112695,7,0
Highway 101,Social Distortion,"Sex, Love And Rock 'N' Roll",224,46,200401,0,"punk, skate punk, ska punk, psychobilly",58,679888,0,0
On Me,Lil Baby,On Me,135,74,202012,1,,88,20735216,42,0
Radiate Me,VENUES,Transience,226,19,202403,0,"metalcore, post-hardcore",31,31074,231,0
Chaconne in sol maggiore : Variazione 9,Lazar Berman,Inedito (Unpublished),63,36,201012,0,"classical piano, classical",30,9932,0,0
Bullets and Blue Eyes,NOTHING MORE,The Few Not Fleeting,216,40,200902,0,,67,545705,11,0
In Fate's Hands (Alliance Edition),The Red Jumpsuit Apparatus,Don't You Fake It (Alliance Edition),209,29,201401,0,"pop punk, emo",65,1491980,9,0
Catch Me (feat. Naaz),Yellow Claw,Blood For Mercy,162,51,201511,0,"edm, edm trap",63,1045502,0,0
Surrender,Imminence,Heaven in Hiding,221,49,202111,0,"metalcore, metal, post-hardcore, deathcore",60,346999,158,0
"Etudes symphoniques (Symphonic Etudes), Op. 13, Adagio and Allegro brillante: Variation 11 [arr. P.I. Tchaikovsky for orchestra]",Robert Schumann,Pfitzner: Symphony in C major - Schumann: Koncertstück for Four Horns,111,54,201209,0,"classical piano, classical, chamber music",65,600645,0,0
"Solfeggietto in C Minor, H. 220",Carl Philipp Emanuel Bach,111 Piano Hits - Vol. 1,52,39,201411,0,"classical, classical piano",50,130578,0,0
My Hero,Foo Fighters,The Colour And The Shape,260,79,199705,0,"rock, post-grunge, alternative rock, grunge",78,12664316,89,0
House of Glass,ALESTI,Elements,190,49,201812,0,metalcore,49,33860,208,0
"Keyboard Sonata in C Major, Kk. 159",Domenico Scarlatti,"Scarlatti, D.: Sonatas",151,30,199201,0,"classical piano, classical",52,161660,0,0
HostAge At A BeAch House PArty,AVOID,The Burner,237,41,202011,1,metalcore,39,45264,384,0
All For Nothing,NOVELISTS,All For Nothing,248,47,202501,0,"djent, metalcore, progressive metal, post-hardcore, metal",53,129115,302,0
The Shift,10 Years,Violent Allies,180,55,202009,0,"post-grunge, alternative metal",59,710585,105,0
Popular Monster,Falling In Reverse,Popular Monster,220,75,202408,1,"emo, rap metal",76,3963547,54,0
Secrets,Blameshift,Secrets,210,29,201311,0,,25,12767,260,0
"A Little Less Sixteen Candles, A Little More ""Touch Me""",Fall Out Boy,From Under The Cork Tree,169,67,200505,0,"emo, pop punk",81,11306194,71,0
Hallelujah [Feat. Charlotte Sands] - Charlotte Sands Version,Underoath,Hallelujah [Feat. Charlotte Sands] (Charlotte Sands Version),176,33,202202,0,"post-hardcore, screamo, metalcore, emo",60,685345,207,0
HARD,Will Sparks,HARD,220,47,202211,0,"melbourne bounce, big room, techno",61,338116,284,0
I'm Good (Blue),David Guetta,I'm Good (Blue),175,88,202208,1,"edm, dance",90,27097287,95,0
Erase Your Social,Lil Uzi Vert,The Perfect LUV Tape,199,76,201608,1,melodic rap,85,18900158,41,0
For Whom The Bell Tolls (Remastered),Metallica,Ride The Lightning (Deluxe Remaster),309,75,198407,0,"metal, thrash metal, rock, heavy metal, hard rock",85,30992399,114,0
Secrets,State Champs,Around the World and Back,224,57,201510,0,"pop punk, acoustic pop, punk",56,365989,576,0
Pure Cocaine,Lil Baby,Street Gossip,154,82,201811,1,,88,20735216,42,0
Where Does The Light Get In?,Hot Milk,Where Does The Light Get In?,188,47,202409,0,pop punk,53,153026,256,0
Prada,cassö,Prada,132,84,202308,1,hypertechno,67,86417,0,0
Damage,Fit For Rivals,Steady Damage,187,52,200907,1,emo,42,206120,336,0
"Nocturne No. 19 in E Minor, Op. 72, No. 1",Frédéric Chopin,The Best Chopin,241,42,202005,0,"classical piano, classical",75,3508605,0,0
FSU,GHØSTKID,HOLLYWOOD SUICIDE,226,36,202403,1,"metalcore, deathstep",43,85690,373,0
Breathe Into Me,Red,End Of Silence,214,57,200606,0,"christian rock, christian alternative rock, chinese rock",55,877647,0,0
Miss Nothing,The Pretty Reckless,Light Me Up,193,43,201001,0,,61,1520624,92,0
Uncaged Birds,VENUES,Solace,207,20,202108,0,"metalcore, post-hardcore",31,31074,231,0
Light Blue,Vitja,Thirst,247,39,201909,0,"metalcore, djent, post-hardcore",27,15929,0,0
Wasteland,Attila,Wasteland,168,38,202411,1,"deathcore, metalcore, rap metal, screamo, metal",53,513618,159,0
You,Breaking Benjamin,Phobia (Explicit Version),201,55,200601,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
Break Away,Memory of a Melody,Things That Make You Scream,207,46,201109,0,,41,25216,364,0
Man Of The Year,ScHoolboy Q,Oxymoron (Deluxe),216,72,201401,1,,76,5012769,397,0
Whiplash,Architects,"The Sky, The Earth & All Between",226,66,202502,1,"metalcore, djent, mathcore, metal, post-hardcore, deathcore",69,1172189,45,0
3005,Childish Gambino,Because the Internet,234,14,201312,1,,81,14222948,498,0
High Horse,Wage War,Manic,168,53,202110,0,"metalcore, metal, deathcore, djent",62,589677,100,0
Trust Fall,Spiritbox,Singles Collection,319,43,201906,0,"metalcore, djent, metal",69,915026,13,0
"Black Hole Sun - Recorded Live At Red Robinson Show Theatre, Vancouver, Canada on April 30, 2011",Chris Cornell,Songbook,277,56,201101,0,grunge,62,2281868,0,0
Comatose,Skillet,Comatose,230,72,200610,0,"christian rock, christian alternative rock, christian",76,5655881,377,0
Internet Friends,Knife Party,100% No Modern Talking,301,61,201208,1,"dubstep, moombahton, edm, dub",55,904917,0,0
The Ballad of Mona Lisa,Panic! At The Disco,Vices & Virtues,226,71,201103,0,emo,78,12634538,178,0
Buried a Lie,Senses Fail,Let It Enfold You,179,57,200409,0,"post-hardcore, screamo, emo, pop punk",56,480373,320,0
The Veldt - Radio Edit,deadmau5,The Veldt,170,61,201205,0,"edm, progressive house, dubstep",68,2852608,127,0
Glad You Came,The Wanted,Battleground (Deluxe Edition),197,80,201101,0,,65,2482281,0,0
Frozen,Rain City Drive,Frozen,213,42,202309,0,"post-hardcore, metalcore",60,339114,55,0
Clarity,Zedd,Clarity,271,81,201201,0,edm,77,6093130,82,0
Already Rich,Yeat,Already Rich,145,70,202305,1,rage rap,80,5806324,69,0
Mudshovel,Staind,Dysfunction,282,70,199904,1,"post-grunge, nu metal, alternative metal",72,2825949,494,0
Head Down,New Medicine,Head Down,186,53,202409,0,mizrahi,60,151889,309,0
Wants and Needs (feat. Lil Baby),Drake,Scary Hours 2,192,79,202103,1,rap,98,99395931,26,0
The Pact,Revnoir,The Pact,217,41,202405,0,metalcore,39,19751,462,0
"Nocturne No. 16 In F Major, H. 62: Nocturne No. 16 In F Major",Benjamin Frith,"FIELD: Piano Music, Vol. 2",295,44,200006,0,"classical piano, classical",52,5272,203,0
No Role Modelz,J. Cole,2014 Forest Hills Drive,292,88,201412,1,rap,86,26470922,230,0
What Happened in Wyoming,Envoi,Changes,223,38,201304,0,,36,26889,276,0
Hate Me (Sometimes),Stand Atlantic,Pink Elephant,233,51,202008,0,pop punk,56,245991,141,0
Nocturne No. 13 in D Minor,John Field,"Field: Piano Music, Vol. 2",226,33,200006,0,"classical, classical piano",56,26923,0,0
"Haydn: String Quartet in C Major, Op. 76 No. 3, Hob. III:77 ""Emperor"": II. (a) Poco adagio, cantabile",Joseph Haydn,"Haydn - String Quartets, Op 76 Nos 2-4",71,36,199601,0,"chamber music, classical",57,648988,0,0
The Motherload,Mastodon,Once More 'Round the Sun,299,61,201406,0,"progressive metal, sludge metal, stoner metal, metal, groove metal, stoner rock",60,1003360,282,0
Bite to Break Skin,Senses Fail,Let It Enfold You,211,56,200409,0,"post-hardcore, screamo, emo, pop punk",56,480373,320,0
Oblivion,Ankor,Shoganai,246,41,202410,0,metalcore,42,79938,432,0
No Time,Quintino,No Time,156,52,202205,0,"big room, edm",55,616579,368,0
Skeletons,New Years Day,Unbreakable,212,41,201904,0,,45,294518,232,0
Dragula,Rob Zombie,Hellbilly Deluxe,222,81,199801,0,"industrial metal, industrial rock, alternative metal, nu metal, metal",69,3478694,570,0
Cute Without The 'E' (Cut From The Team) - Remastered 2019,Taking Back Sunday,Tell All Your Friends (Remastered),212,70,200203,0,"emo, pop punk, screamo, punk",64,924596,471,0
Rise Above It,I Prevail,TRAUMA,184,58,201903,0,metalcore,71,1744410,18,0
Champion,Three Days Grace,EXPLOSIONS,181,47,202205,0,"post-grunge, rock",80,6956282,37,0
Sinner,Of Virtue,Omen,193,56,202310,1,metalcore,48,61742,300,0
heavy metal (feat. Rahzel),Bring Me The Horizon,amo,240,58,201901,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
No Worries,Lil Wayne,I Am Not A Human Being II (Deluxe),222,64,201301,1,"rap, hip hop",90,17251130,137,0
Got the Life,Korn,Follow The Leader,225,77,199808,1,"nu metal, metal, rap metal, alternative metal",79,9133123,103,0
Make Me A Martyr,Caskets,Make Me A Martyr,235,63,202505,0,"metalcore, post-hardcore",61,209521,14,0
Runaway,Linkin Park,Hybrid Theory (Bonus Edition),183,73,200010,0,"nu metal, rap metal, rock, alternative metal",91,30373947,23,0
"Liebesträume, S. 541: No. 3, O lieb, so lang du lieben kannst!",Franz Liszt,Liszt: Dreams of Love; Consolations; Sonnets of Petrarca; Rigoletto Paraphrase,275,47,199201,0,"classical piano, classical",64,892893,0,0
Phoenix,League of Legends,Phoenix,197,68,201910,0,,80,2071671,394,0
Exhumed,August Burns Red,Exhumed,234,51,202409,0,"metalcore, metal, deathcore, djent, post-hardcore, screamo",55,755404,428,0
Dumb - Live,Nirvana,MTV Unplugged In New York,172,60,199411,0,"grunge, rock",84,22418993,63,0
Black Sheep,Metric,Black Sheep,297,67,201008,0,,64,897837,0,0
Savage,Tiësto,Savage,167,60,202204,0,"edm, trance, big room, house, dance",84,7866063,392,0
"Album Leaf for Kateřina Kolářová in B Major, JB 1:20",Bedřich Smetana,"Smetana: Piano Works, Vol. 6",117,49,201305,0,classical,48,114839,0,0
One For the Money,Escape the Fate,Ungrateful (Deluxe),199,3,201305,0,"emo, screamo, post-hardcore, metalcore",63,1427783,43,0
Bodies,Drowning Pool,Sinner,201,80,200101,0,"nu metal, alternative metal, rap metal, metal",66,2336398,326,0
"Dear Maria, Count Me In - ATL's Version",All Time Low,"Dear Maria, Count Me In (ATL's Version)",187,46,202408,0,"pop punk, emo, punk",71,3144990,90,0
I Believe,Killswitch Engage,I Believe,234,56,202501,0,"metalcore, metal",68,2103906,151,0
tear gas,Architects,the classic symptoms of a broken spirit,257,51,202210,1,"metalcore, djent, mathcore, metal, post-hardcore, deathcore",69,1172189,45,0
Die Another Day,Dance Gavin Dance,Jackpot Juicer,221,0,202207,1,"post-hardcore, screamo, metalcore, emo, math rock",68,782178,65,0
Bleach Bath,Spiritbox,Singles Collection,305,42,201906,0,"metalcore, djent, metal",69,915026,13,0
First Person Shooter (feat. J. Cole),Drake,For All The Dogs,247,76,202310,1,rap,98,99395931,26,0
10:16,Spiritbox,Spiritbox,68,39,201710,0,"metalcore, djent, metal",69,915026,13,0
I JUST WANNA KNOW WHAT HAPPENS WHEN I'M DEAD,Hot Milk,I JUST WANNA KNOW WHAT HAPPENS WHEN I'M DEAD - EP,181,43,202109,0,pop punk,53,153026,256,0
